timestamp,machine_id,signal_name,signal_value,event_type,is_failure
2026-06-15T05:06:41,filler_02,FILR2_NET_WT_G,501.9,reading,0
2026-06-15T05:06:41,packer_01,PACK1_LINE_SPD,117.91,reading,0
2026-06-15T05:06:41,chiller_01,CHIL1_ROOM_TEMP_F,38.55,reading,0
2026-06-15T06:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,164.96,reading,0
2026-06-15T06:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,46.68,reading,0
2026-06-15T06:06:41,mixer_01,MIXR1_AGIT_VIB,1.99,reading,0
2026-06-15T06:06:41,mixer_02,MIXR2_AGIT_VIB,2.02,reading,0
2026-06-15T06:06:41,filler_01,FILR1_NET_WT_G,499.73,reading,0
2026-06-15T06:06:41,filler_02,FILR2_NET_WT_G,501.89,reading,0
2026-06-15T06:06:41,packer_01,PACK1_LINE_SPD,117.6,reading,0
2026-06-15T06:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.61,reading,0
2026-06-15T07:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,164.82,reading,0
2026-06-15T07:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,47.05,reading,0
2026-06-15T07:06:41,mixer_01,MIXR1_AGIT_VIB,2.07,reading,0
2026-06-15T07:06:41,mixer_02,MIXR2_AGIT_VIB,2.02,reading,0
2026-06-15T07:06:41,filler_01,FILR1_NET_WT_G,499.58,reading,0
2026-06-15T07:06:41,filler_02,FILR2_NET_WT_G,502.57,reading,0
2026-06-15T07:06:41,packer_01,PACK1_LINE_SPD,117.13,reading,0
2026-06-15T07:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.79,reading,0
2026-06-15T08:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,164.78,reading,0
2026-06-15T08:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,46.99,reading,0
2026-06-15T08:06:41,mixer_01,MIXR1_AGIT_VIB,2.03,reading,0
2026-06-15T08:06:41,mixer_02,MIXR2_AGIT_VIB,1.95,reading,0
2026-06-15T08:06:41,filler_01,FILR1_NET_WT_G,498.07,reading,0
2026-06-15T08:06:41,filler_02,FILR2_NET_WT_G,501.45,reading,0
2026-06-15T08:06:41,packer_01,PACK1_LINE_SPD,117.27,reading,0
2026-06-15T08:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.49,reading,0
2026-06-15T09:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,163.66,reading,0
2026-06-15T09:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,47.66,reading,0
2026-06-15T09:06:41,mixer_01,MIXR1_AGIT_VIB,1.88,reading,0
2026-06-15T09:06:41,mixer_02,MIXR2_AGIT_VIB,1.84,reading,0
2026-06-15T09:06:41,filler_01,FILR1_NET_WT_G,496.93,reading,0
2026-06-15T09:06:41,filler_02,FILR2_NET_WT_G,501.62,reading,0
2026-06-15T09:06:41,packer_01,PACK1_LINE_SPD,118.37,reading,0
2026-06-15T09:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.07,reading,0
2026-06-15T10:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,163.25,reading,0
2026-06-15T10:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,47.05,reading,0
2026-06-15T10:06:41,mixer_01,MIXR1_AGIT_VIB,2.06,reading,0
2026-06-15T10:06:41,mixer_02,MIXR2_AGIT_VIB,1.74,reading,0
2026-06-15T10:06:41,filler_01,FILR1_NET_WT_G,497.33,reading,0
2026-06-15T10:06:41,filler_02,FILR2_NET_WT_G,500.5,reading,0
2026-06-15T10:06:41,packer_01,PACK1_LINE_SPD,120.17,reading,0
2026-06-15T10:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.08,reading,0
2026-06-15T11:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,163.59,reading,0
2026-06-15T11:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,48.17,reading,0
2026-06-15T11:06:41,mixer_01,MIXR1_AGIT_VIB,2.19,reading,0
2026-06-15T11:06:41,mixer_02,MIXR2_AGIT_VIB,1.71,reading,0
2026-06-15T11:06:41,filler_01,FILR1_NET_WT_G,495.98,reading,0
2026-06-15T11:06:41,filler_02,FILR2_NET_WT_G,500.97,reading,0
2026-06-15T11:06:41,packer_01,PACK1_LINE_SPD,116.21,reading,0
2026-06-15T11:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.01,reading,0
2026-06-15T12:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,163.6,reading,0
2026-06-15T12:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,48.31,reading,0
2026-06-15T12:06:41,mixer_01,MIXR1_AGIT_VIB,2.11,reading,0
2026-06-15T12:06:41,mixer_02,MIXR2_AGIT_VIB,1.89,reading,0
2026-06-15T12:06:41,filler_01,FILR1_NET_WT_G,497.63,reading,0
2026-06-15T12:06:41,filler_02,FILR2_NET_WT_G,500.53,reading,0
2026-06-15T12:06:41,packer_01,PACK1_LINE_SPD,115.84,reading,0
2026-06-15T12:06:41,chiller_01,CHIL1_ROOM_TEMP_F,36.99,reading,0
2026-06-15T13:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,163.15,reading,0
2026-06-15T13:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,48.78,reading,0
2026-06-15T13:06:41,mixer_01,MIXR1_AGIT_VIB,2.29,reading,0
2026-06-15T13:06:41,mixer_02,MIXR2_AGIT_VIB,1.86,reading,0
2026-06-15T13:06:41,filler_01,FILR1_NET_WT_G,499.95,reading,0
2026-06-15T13:06:41,filler_02,FILR2_NET_WT_G,500.33,reading,0
2026-06-15T13:06:41,packer_01,PACK1_LINE_SPD,115.99,reading,0
2026-06-15T13:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.04,reading,0
2026-06-15T14:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,163.56,reading,0
2026-06-15T14:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,48.57,reading,0
2026-06-15T14:06:41,mixer_01,MIXR1_AGIT_VIB,2.59,reading,0
2026-06-15T14:06:41,mixer_02,MIXR2_AGIT_VIB,1.83,reading,0
2026-06-15T14:06:41,filler_01,FILR1_NET_WT_G,497.77,reading,0
2026-06-15T14:06:41,filler_02,FILR2_NET_WT_G,499.86,reading,0
2026-06-15T14:06:41,packer_01,PACK1_LINE_SPD,117.48,reading,0
2026-06-15T14:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.31,reading,0
2026-06-15T15:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,163.27,reading,0
2026-06-15T15:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,49.21,reading,0
2026-06-15T15:06:41,mixer_01,MIXR1_AGIT_VIB,2.57,reading,0
2026-06-15T15:06:41,mixer_02,MIXR2_AGIT_VIB,1.69,reading,0
2026-06-15T15:06:41,filler_01,FILR1_NET_WT_G,498.51,reading,0
2026-06-15T15:06:41,filler_02,FILR2_NET_WT_G,500.64,reading,0
2026-06-15T15:06:41,packer_01,PACK1_LINE_SPD,118.04,reading,0
2026-06-15T15:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.76,reading,0
2026-06-15T16:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,164.4,reading,0
2026-06-15T16:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,49.93,reading,0
2026-06-15T16:06:41,mixer_01,MIXR1_AGIT_VIB,2.54,reading,0
2026-06-15T16:06:41,mixer_02,MIXR2_AGIT_VIB,1.89,reading,0
2026-06-15T16:06:41,filler_01,FILR1_NET_WT_G,497.23,reading,0
2026-06-15T16:06:41,filler_02,FILR2_NET_WT_G,500.41,reading,0
2026-06-15T16:06:41,packer_01,PACK1_LINE_SPD,117.96,reading,0
2026-06-15T16:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.94,reading,0
2026-06-15T17:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,163.45,reading,0
2026-06-15T17:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,50.59,reading,0
2026-06-15T17:06:41,mixer_01,MIXR1_AGIT_VIB,2.53,reading,0
2026-06-15T17:06:41,mixer_02,MIXR2_AGIT_VIB,1.91,reading,0
2026-06-15T17:06:41,filler_01,FILR1_NET_WT_G,496.84,reading,0
2026-06-15T17:06:41,filler_02,FILR2_NET_WT_G,500.8,reading,0
2026-06-15T17:06:41,packer_01,PACK1_LINE_SPD,116.57,reading,0
2026-06-15T17:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.72,reading,0
2026-06-15T18:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,163.29,reading,0
2026-06-15T18:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,50.29,reading,0
2026-06-15T18:06:41,mixer_01,MIXR1_AGIT_VIB,2.44,reading,0
2026-06-15T18:06:41,mixer_02,MIXR2_AGIT_VIB,1.85,reading,0
2026-06-15T18:06:41,filler_01,FILR1_NET_WT_G,496.3,reading,0
2026-06-15T18:06:41,filler_02,FILR2_NET_WT_G,500.24,reading,0
2026-06-15T18:06:41,packer_01,PACK1_LINE_SPD,118.61,reading,0
2026-06-15T18:06:41,chiller_01,CHIL1_ROOM_TEMP_F,38.16,reading,0
2026-06-15T19:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,164.23,reading,0
2026-06-15T19:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,42.74,reading,0
2026-06-15T19:06:41,mixer_01,MIXR1_AGIT_VIB,2.46,reading,0
2026-06-15T19:06:41,mixer_02,MIXR2_AGIT_VIB,1.76,reading,0
2026-06-15T19:06:41,filler_01,FILR1_NET_WT_G,500.43,reading,0
2026-06-15T19:06:41,filler_02,FILR2_NET_WT_G,498.02,reading,0
2026-06-15T19:06:41,packer_01,PACK1_LINE_SPD,113.77,reading,0
2026-06-15T19:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.46,reading,0
2026-06-15T20:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,166.02,reading,0
2026-06-15T20:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,43.88,reading,0
2026-06-15T20:06:41,mixer_01,MIXR1_AGIT_VIB,2.5,reading,0
2026-06-15T20:06:41,mixer_02,MIXR2_AGIT_VIB,1.61,reading,0
2026-06-15T20:06:41,filler_01,FILR1_NET_WT_G,499.55,reading,0
2026-06-15T20:06:41,filler_02,FILR2_NET_WT_G,499.08,reading,0
2026-06-15T20:06:41,packer_01,PACK1_LINE_SPD,119.18,reading,0
2026-06-15T20:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.53,reading,0
2026-06-15T21:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,165.56,reading,0
2026-06-15T21:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,44.68,reading,0
2026-06-15T21:06:41,mixer_01,MIXR1_AGIT_VIB,2.52,reading,0
2026-06-15T21:06:41,mixer_02,MIXR2_AGIT_VIB,1.91,reading,0
2026-06-15T21:06:41,filler_01,FILR1_NET_WT_G,499.83,reading,0
2026-06-15T21:06:41,filler_02,FILR2_NET_WT_G,499.84,reading,0
2026-06-15T21:06:41,packer_01,PACK1_LINE_SPD,118.85,reading,0
2026-06-15T21:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.55,reading,0
2026-06-15T22:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,164.95,reading,0
2026-06-15T22:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,44.08,reading,0
2026-06-15T22:06:41,mixer_01,MIXR1_AGIT_VIB,2.27,reading,0
2026-06-15T22:06:41,mixer_02,MIXR2_AGIT_VIB,2.04,reading,0
2026-06-15T22:06:41,filler_01,FILR1_NET_WT_G,500.67,reading,0
2026-06-15T22:06:41,filler_02,FILR2_NET_WT_G,498.3,reading,0
2026-06-15T22:06:41,packer_01,PACK1_LINE_SPD,119.44,reading,0
2026-06-15T22:06:41,chiller_01,CHIL1_ROOM_TEMP_F,38.13,reading,0
2026-06-15T23:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,164.3,reading,0
2026-06-15T23:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,44.88,reading,0
2026-06-15T23:06:41,mixer_01,MIXR1_AGIT_VIB,2.37,reading,0
2026-06-15T23:06:41,mixer_02,MIXR2_AGIT_VIB,2.03,reading,0
2026-06-15T23:06:41,filler_01,FILR1_NET_WT_G,499.86,reading,0
2026-06-15T23:06:41,filler_02,FILR2_NET_WT_G,498.59,reading,0
2026-06-15T23:06:41,packer_01,PACK1_LINE_SPD,120.37,reading,0
2026-06-15T23:06:41,chiller_01,CHIL1_ROOM_TEMP_F,38.24,reading,0
2026-06-16T00:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,163.57,reading,0
2026-06-16T00:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,44.34,reading,0
2026-06-16T00:06:41,mixer_01,MIXR1_AGIT_VIB,2.38,reading,0
2026-06-16T00:06:41,mixer_02,MIXR2_AGIT_VIB,2.1,reading,0
2026-06-16T00:06:41,filler_01,FILR1_NET_WT_G,499.23,reading,0
2026-06-16T00:06:41,filler_02,FILR2_NET_WT_G,500.43,reading,0
2026-06-16T00:06:41,packer_01,PACK1_LINE_SPD,117.67,reading,0
2026-06-16T00:06:41,chiller_01,CHIL1_ROOM_TEMP_F,38.23,reading,0
2026-06-16T01:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,163.74,reading,0
2026-06-16T01:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,45.82,reading,0
2026-06-16T01:06:41,mixer_01,MIXR1_AGIT_VIB,2.55,reading,0
2026-06-16T01:06:41,mixer_02,MIXR2_AGIT_VIB,1.99,reading,0
2026-06-16T01:06:41,filler_01,FILR1_NET_WT_G,499.17,reading,0
2026-06-16T01:06:41,filler_02,FILR2_NET_WT_G,500.31,reading,0
2026-06-16T01:06:41,packer_01,PACK1_LINE_SPD,118.69,reading,0
2026-06-16T01:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.63,reading,0
2026-06-16T02:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,164.99,reading,0
2026-06-16T02:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,46.35,reading,0
2026-06-16T02:06:41,mixer_01,MIXR1_AGIT_VIB,2.5,reading,0
2026-06-16T02:06:41,mixer_02,MIXR2_AGIT_VIB,2.01,reading,0
2026-06-16T02:06:41,filler_01,FILR1_NET_WT_G,498.86,reading,0
2026-06-16T02:06:41,filler_02,FILR2_NET_WT_G,497.61,reading,0
2026-06-16T02:06:41,packer_01,PACK1_LINE_SPD,119.75,reading,0
2026-06-16T02:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.46,reading,0
2026-06-16T03:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,163.94,reading,0
2026-06-16T03:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,45.05,reading,0
2026-06-16T03:06:41,mixer_01,MIXR1_AGIT_VIB,2.44,reading,0
2026-06-16T03:06:41,mixer_02,MIXR2_AGIT_VIB,1.92,reading,0
2026-06-16T03:06:41,filler_01,FILR1_NET_WT_G,498.4,reading,0
2026-06-16T03:06:41,filler_02,FILR2_NET_WT_G,497.25,reading,0
2026-06-16T03:06:41,packer_01,PACK1_LINE_SPD,121.82,reading,0
2026-06-16T03:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.65,reading,0
2026-06-16T04:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,164.76,reading,0
2026-06-16T04:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,44.7,reading,0
2026-06-16T04:06:41,mixer_01,MIXR1_AGIT_VIB,2.45,reading,0
2026-06-16T04:06:41,mixer_02,MIXR2_AGIT_VIB,1.85,reading,0
2026-06-16T04:06:41,filler_01,FILR1_NET_WT_G,499.37,reading,0
2026-06-16T04:06:41,filler_02,FILR2_NET_WT_G,497.21,reading,0
2026-06-16T04:06:41,packer_01,PACK1_LINE_SPD,124.84,reading,0
2026-06-16T04:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.64,reading,0
2026-06-16T05:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,164.85,reading,0
2026-06-16T05:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,45.93,reading,0
2026-06-16T05:06:41,mixer_01,MIXR1_AGIT_VIB,2.48,reading,0
2026-06-16T05:06:41,mixer_02,MIXR2_AGIT_VIB,1.77,reading,0
2026-06-16T05:06:41,filler_01,FILR1_NET_WT_G,499.37,reading,0
2026-06-16T05:06:41,filler_02,FILR2_NET_WT_G,496.82,reading,0
2026-06-16T05:06:41,packer_01,PACK1_LINE_SPD,122.27,reading,0
2026-06-16T05:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.35,reading,0
2026-06-16T06:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,164.89,reading,0
2026-06-16T06:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,45.7,reading,0
2026-06-16T06:06:41,mixer_01,MIXR1_AGIT_VIB,2.39,reading,0
2026-06-16T06:06:41,mixer_02,MIXR2_AGIT_VIB,1.98,reading,0
2026-06-16T06:06:41,filler_01,FILR1_NET_WT_G,498.14,reading,0
2026-06-16T06:06:41,filler_02,FILR2_NET_WT_G,496.12,reading,0
2026-06-16T06:06:41,packer_01,PACK1_LINE_SPD,121.49,reading,0
2026-06-16T06:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.37,reading,0
2026-06-16T07:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,166.16,reading,0
2026-06-16T07:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,47.04,reading,0
2026-06-16T07:06:41,mixer_01,MIXR1_AGIT_VIB,2.27,reading,0
2026-06-16T07:06:41,mixer_02,MIXR2_AGIT_VIB,2.01,reading,0
2026-06-16T07:06:41,filler_01,FILR1_NET_WT_G,498.13,reading,0
2026-06-16T07:06:41,filler_02,FILR2_NET_WT_G,496.88,reading,0
2026-06-16T07:06:41,packer_01,PACK1_LINE_SPD,120.95,reading,0
2026-06-16T07:06:41,chiller_01,CHIL1_ROOM_TEMP_F,37.89,reading,0
2026-06-16T08:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,165.78,reading,0
2026-06-16T08:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,47.04,reading,0
2026-06-16T08:06:41,mixer_01,MIXR1_AGIT_VIB,2.33,reading,0
2026-06-16T08:06:41,mixer_02,MIXR2_AGIT_VIB,1.87,reading,0
2026-06-16T08:06:41,filler_01,FILR1_NET_WT_G,498.84,reading,0
2026-06-16T08:06:41,filler_02,FILR2_NET_WT_G,497.42,reading,0
2026-06-16T08:06:41,packer_01,PACK1_LINE_SPD,122.6,reading,0
2026-06-16T08:06:41,chiller_01,CHIL1_ROOM_TEMP_F,38.35,reading,0
2026-06-16T09:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,165.51,reading,0
2026-06-16T09:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,47.14,reading,0
2026-06-16T09:06:41,mixer_01,MIXR1_AGIT_VIB,2.29,reading,0
2026-06-16T09:06:41,mixer_02,MIXR2_AGIT_VIB,1.85,reading,0
2026-06-16T09:06:41,filler_01,FILR1_NET_WT_G,500.0,reading,0
2026-06-16T09:06:41,filler_02,FILR2_NET_WT_G,498.12,reading,0
2026-06-16T09:06:41,packer_01,PACK1_LINE_SPD,120.75,reading,0
2026-06-16T09:06:41,chiller_01,CHIL1_ROOM_TEMP_F,38.67,reading,0
2026-06-16T10:06:41,pasteuriser_01,PSTR1_PROD_TEMP_F,165.29,reading,0
2026-06-16T10:06:41,pasteuriser_01,PSTR1_HOLD_PRESS_PSI,46.22,reading,0
2026-06-16T10:06:41,mixer_01,MIXR1_AGIT_VIB,2.07,reading,0
2026-06-16T10:06:41,mixer_02,MIXR2_AGIT_VIB,1.9,reading,0
2026-06-16T10:06:41,filler_01,FILR1_NET_WT_G,497.49,reading,0
