machine_id,signal_name,signal_value,event_type,is_failure,timestamp
cnc_mill_01,temperature,68.5,reading,0,2026-03-28T03:00:00
robot_arm_01,vibration,2.89,reading,0,2026-04-16T07:00:00
robot_arm_01,vibration,2.68,reading,0,2026-03-16T21:00:00
cnc_mill_01,vibration,2.95,reading,0,2026-02-22T15:00:00
cnc_lathe_01,vibration,3.0,reading,0,2026-03-18T05:00:00
cnc_mill_01,temperature,70.29,reading,0,2026-04-07T12:00:00
robot_arm_01,temperature,70.6,reading,0,2026-01-18T07:00:00
cnc_mill_01,temperature,70.07,reading,0,2026-01-18T00:00:00
cnc_mill_01,vibration,3.25,reading,0,2026-02-08T01:00:00
robot_arm_01,vibration,2.8,reading,0,2026-02-10T02:00:00
cnc_mill_01,vibration,2.09,reading,0,2026-02-03T03:00:00
robot_arm_01,temperature,68.98,reading,0,2026-02-20T21:00:00
robot_arm_01,vibration,2.4,reading,0,2026-02-01T05:00:00
cnc_mill_01,vibration,3.82,reading,0,2026-01-19T20:00:00
robot_arm_01,temperature,65.74,reading,0,2026-04-06T10:00:00
cnc_mill_01,temperature,66.9,reading,0,2026-03-22T14:00:00
cnc_lathe_01,vibration,3.1,reading,0,2026-01-08T07:00:00
robot_arm_01,vibration,3.39,reading,0,2026-02-24T00:00:00
cnc_mill_01,temperature,69.45,reading,0,2026-04-30T14:00:00
press_line_01,pressure,5.46,reading,0,2026-02-27T10:00:00
robot_arm_01,temperature,71.3,reading,0,2026-03-04T17:00:00
cnc_lathe_01,vibration,2.26,reading,0,2026-04-28T09:00:00
cnc_lathe_01,vibration,2.62,reading,0,2026-02-17T10:00:00
cnc_lathe_01,vibration,3.34,reading,0,2026-02-07T19:00:00
cnc_mill_01,vibration,2.06,reading,0,2026-04-14T03:00:00
cnc_mill_01,vibration,3.08,reading,0,2026-04-01T17:00:00
cnc_mill_01,vibration,1.7,reading,0,2026-02-25T18:00:00
cnc_lathe_01,vibration,2.36,reading,0,2026-02-12T13:00:00
cnc_lathe_01,vibration,3.82,reading,0,2026-01-31T21:00:00
cnc_mill_01,temperature,71.52,reading,0,2026-04-01T17:00:00
cnc_mill_01,temperature,76.44,reading,0,2026-02-26T01:00:00
cnc_mill_01,temperature,69.64,reading,0,2026-01-30T19:00:00
cnc_mill_01,temperature,65.43,reading,0,2026-01-13T06:00:00
robot_arm_01,vibration,3.19,reading,0,2026-04-23T12:00:00
robot_arm_01,temperature,66.36,reading,0,2026-03-11T20:00:00
cnc_mill_01,vibration,4.2,failure,1,2026-03-23T00:00:00
cnc_lathe_01,vibration,4.34,failure,1,2026-02-04T00:00:00
robot_arm_01,vibration,2.92,reading,0,2026-01-30T02:00:00
robot_arm_01,vibration,2.83,reading,0,2026-04-10T13:00:00
cnc_mill_01,temperature,66.96,reading,0,2026-04-06T00:00:00
press_line_01,pressure,5.41,reading,0,2026-01-21T14:00:00
press_line_01,pressure,5.62,reading,0,2026-01-18T02:00:00
robot_arm_01,temperature,69.21,reading,0,2026-02-28T04:00:00
cnc_mill_01,vibration,3.65,reading,0,2026-01-09T17:00:00
robot_arm_01,vibration,2.44,reading,0,2026-02-11T04:00:00
robot_arm_01,vibration,2.82,reading,0,2026-01-26T02:00:00
cnc_lathe_01,vibration,3.01,reading,0,2026-02-21T02:00:00
press_line_01,pressure,5.69,reading,0,2026-02-24T16:00:00
cnc_mill_01,vibration,2.4,reading,0,2026-01-31T06:00:00
cnc_lathe_01,vibration,3.27,reading,0,2026-04-27T13:00:00
cnc_lathe_01,vibration,2.82,reading,0,2026-02-11T05:00:00
press_line_01,pressure,4.99,reading,0,2026-02-08T01:00:00
press_line_01,pressure,5.08,reading,0,2026-02-04T20:00:00
robot_arm_01,temperature,70.19,reading,0,2026-02-10T22:00:00
cnc_mill_01,temperature,71.9,reading,0,2026-03-10T22:00:00
robot_arm_01,temperature,65.18,reading,0,2026-01-24T19:00:00
cnc_mill_01,temperature,73.4,reading,0,2026-04-28T22:00:00
cnc_mill_01,temperature,73.87,reading,0,2026-01-21T20:00:00
robot_arm_01,vibration,2.37,reading,0,2026-03-09T07:00:00
robot_arm_01,temperature,66.3,reading,0,2026-03-31T20:00:00
cnc_mill_01,vibration,2.95,reading,0,2026-02-23T18:00:00
robot_arm_01,vibration,3.09,reading,0,2026-04-12T05:00:00
press_line_01,pressure,5.36,reading,0,2026-01-10T12:00:00
robot_arm_01,vibration,2.98,reading,0,2026-04-19T14:00:00
robot_arm_01,vibration,2.39,reading,0,2026-04-21T01:00:00
press_line_01,pressure,4.77,reading,0,2026-01-18T08:00:00
robot_arm_01,vibration,3.34,reading,0,2026-01-23T02:00:00
cnc_mill_01,temperature,70.46,reading,0,2026-02-02T14:00:00
cnc_mill_01,temperature,72.9,reading,0,2026-04-03T10:00:00
robot_arm_01,temperature,66.98,reading,0,2026-01-15T19:00:00
robot_arm_01,temperature,68.6,reading,0,2026-03-01T23:00:00
cnc_mill_01,temperature,74.5,reading,0,2026-02-14T02:00:00
press_line_01,pressure,5.36,reading,0,2026-02-06T07:00:00
cnc_mill_01,temperature,72.29,reading,0,2026-01-27T21:00:00
cnc_lathe_01,vibration,3.79,reading,0,2026-01-04T23:00:00
cnc_mill_01,temperature,71.4,reading,0,2026-03-06T12:00:00
press_line_01,pressure,4.84,reading,0,2026-04-24T22:00:00
robot_arm_01,temperature,68.33,reading,0,2026-04-18T07:00:00
cnc_lathe_01,vibration,2.71,reading,0,2026-04-20T17:00:00
robot_arm_01,vibration,2.96,reading,0,2026-04-11T21:00:00
cnc_mill_01,vibration,3.69,reading,0,2026-01-30T05:00:00
robot_arm_01,temperature,65.47,reading,0,2026-04-22T10:00:00
cnc_lathe_01,vibration,3.09,reading,0,2026-03-09T23:00:00
cnc_mill_01,vibration,4.47,reading,0,2026-02-16T20:00:00
cnc_mill_01,temperature,71.12,reading,0,2026-02-27T03:00:00
press_line_01,pressure,5.44,reading,0,2026-02-06T08:00:00
robot_arm_01,vibration,3.06,reading,0,2026-04-09T15:00:00
cnc_lathe_01,vibration,2.74,reading,0,2026-04-04T01:00:00
cnc_lathe_01,vibration,3.09,reading,0,2026-03-30T08:00:00
cnc_lathe_01,vibration,3.07,reading,0,2026-02-13T15:00:00
robot_arm_01,temperature,67.49,reading,0,2026-01-23T13:00:00
press_line_01,pressure,5.54,reading,0,2026-02-24T15:00:00
cnc_mill_01,vibration,2.29,reading,0,2026-04-09T10:00:00
press_line_01,pressure,5.19,reading,0,2026-02-03T18:00:00
cnc_mill_01,vibration,2.79,reading,0,2026-02-17T14:00:00
robot_arm_01,temperature,68.27,reading,0,2026-04-05T02:00:00
cnc_lathe_01,vibration,3.06,reading,0,2026-04-11T02:00:00
robot_arm_01,vibration,3.16,reading,0,2026-03-04T18:00:00
robot_arm_01,temperature,66.38,reading,0,2026-02-26T08:00:00
cnc_lathe_01,vibration,2.63,reading,0,2026-03-15T06:00:00
cnc_mill_01,vibration,3.58,reading,0,2026-04-27T10:00:00
robot_arm_01,vibration,2.84,reading,0,2026-04-04T04:00:00
robot_arm_01,temperature,66.21,reading,0,2026-02-09T23:00:00
press_line_01,pressure,4.96,reading,0,2026-04-24T20:00:00
cnc_mill_01,vibration,2.88,reading,0,2026-03-30T12:00:00
cnc_lathe_01,vibration,4.29,reading,0,2026-02-27T10:00:00
robot_arm_01,temperature,71.37,reading,0,2026-03-02T16:00:00
press_line_01,pressure,5.55,reading,0,2026-03-19T14:00:00
press_line_01,pressure,5.4,reading,0,2026-04-22T03:00:00
robot_arm_01,temperature,67.22,reading,0,2026-01-28T12:00:00
cnc_lathe_01,vibration,2.45,reading,0,2026-03-12T07:00:00
robot_arm_01,temperature,70.44,reading,0,2026-01-21T12:00:00
robot_arm_01,vibration,2.45,reading,0,2026-01-18T05:00:00
cnc_mill_01,vibration,3.33,reading,0,2026-04-29T20:00:00
cnc_mill_01,vibration,3.66,reading,0,2026-02-14T23:00:00
robot_arm_01,temperature,69.63,reading,0,2026-03-19T22:00:00
press_line_01,pressure,5.74,reading,0,2026-03-14T19:00:00
robot_arm_01,vibration,3.19,reading,0,2026-01-05T03:00:00
cnc_lathe_01,vibration,3.8,reading,0,2026-01-13T08:00:00
press_line_01,pressure,4.91,reading,0,2026-01-05T22:00:00
cnc_mill_01,temperature,69.75,reading,0,2026-01-01T01:00:00
cnc_mill_01,vibration,2.98,reading,0,2026-01-14T12:00:00
cnc_mill_01,vibration,2.93,reading,0,2026-04-16T03:00:00
cnc_mill_01,vibration,2.75,reading,0,2026-04-06T12:00:00
cnc_mill_01,vibration,3.42,reading,0,2026-04-06T20:00:00
cnc_mill_01,vibration,3.3,reading,0,2026-01-13T16:00:00
cnc_mill_01,temperature,73.75,reading,0,2026-04-28T08:00:00
cnc_mill_01,temperature,70.17,reading,0,2026-04-03T00:00:00
cnc_lathe_01,vibration,3.41,reading,0,2026-03-28T04:00:00
robot_arm_01,vibration,2.32,reading,0,2026-04-10T22:00:00
press_line_01,pressure,5.44,reading,0,2026-01-13T13:00:00
cnc_lathe_01,vibration,4.19,reading,0,2026-04-19T10:00:00
cnc_mill_01,vibration,1.99,reading,0,2026-01-24T10:00:00
robot_arm_01,vibration,3.61,reading,0,2026-04-24T08:00:00
robot_arm_01,temperature,68.89,reading,0,2026-01-29T08:00:00
press_line_01,pressure,5.76,reading,0,2026-03-29T11:00:00
press_line_01,pressure,5.39,reading,0,2026-01-02T04:00:00
cnc_lathe_01,vibration,2.51,reading,0,2026-01-23T15:00:00
robot_arm_01,vibration,3.2,reading,0,2026-02-17T03:00:00
robot_arm_01,vibration,3.66,reading,0,2026-03-09T10:00:00
cnc_lathe_01,vibration,2.97,reading,0,2026-03-27T05:00:00
robot_arm_01,vibration,2.89,reading,0,2026-01-03T15:00:00
cnc_mill_01,temperature,73.19,reading,0,2026-01-28T18:00:00
robot_arm_01,temperature,66.55,reading,0,2026-03-13T18:00:00
press_line_01,pressure,5.29,reading,0,2026-02-26T18:00:00
press_line_01,pressure,5.41,reading,0,2026-01-11T01:00:00
cnc_mill_01,vibration,2.79,reading,0,2026-01-03T22:00:00
robot_arm_01,vibration,1.86,reading,0,2026-03-02T11:00:00
cnc_mill_01,temperature,72.09,reading,0,2026-01-14T02:00:00
robot_arm_01,vibration,2.79,reading,0,2026-04-05T21:00:00
robot_arm_01,temperature,65.37,reading,0,2026-01-09T00:00:00
cnc_mill_01,temperature,74.65,reading,0,2026-02-12T00:00:00
cnc_lathe_01,vibration,3.69,reading,0,2026-04-27T04:00:00
cnc_mill_01,vibration,2.2,reading,0,2026-02-13T13:00:00
cnc_lathe_01,vibration,2.67,reading,0,2026-04-26T11:00:00
cnc_mill_01,temperature,69.28,reading,0,2026-01-02T10:00:00
cnc_lathe_01,vibration,3.36,reading,0,2026-03-12T07:00:00
cnc_mill_01,vibration,3.31,reading,0,2026-03-18T15:00:00
cnc_mill_01,vibration,2.67,reading,0,2026-04-15T22:00:00
robot_arm_01,vibration,2.74,reading,0,2026-02-06T23:00:00
cnc_mill_01,temperature,68.38,reading,0,2026-04-08T01:00:00
cnc_lathe_01,vibration,3.11,reading,0,2026-03-20T00:00:00
cnc_lathe_01,vibration,2.73,reading,0,2026-01-10T04:00:00
cnc_lathe_01,vibration,3.52,reading,0,2026-01-22T14:00:00
cnc_lathe_01,vibration,3.51,reading,0,2026-01-14T12:00:00
cnc_mill_01,temperature,73.67,reading,0,2026-03-25T03:00:00
robot_arm_01,temperature,70.49,reading,0,2026-04-26T01:00:00
robot_arm_01,temperature,71.32,reading,0,2026-01-07T11:00:00
cnc_mill_01,vibration,3.45,reading,0,2026-04-11T10:00:00
cnc_lathe_01,vibration,3.2,reading,0,2026-02-25T02:00:00
cnc_lathe_01,vibration,2.04,reading,0,2026-02-19T12:00:00
robot_arm_01,temperature,95.2,failure,1,2026-01-24T00:00:00
press_line_01,pressure,5.65,reading,0,2026-03-17T19:00:00
robot_arm_01,vibration,2.93,reading,0,2026-02-12T01:00:00
robot_arm_01,vibration,3.03,reading,0,2026-03-26T08:00:00
press_line_01,pressure,5.02,reading,0,2026-01-01T17:00:00
cnc_mill_01,temperature,71.61,reading,0,2026-04-24T09:00:00
cnc_lathe_01,vibration,3.64,reading,0,2026-02-11T07:00:00
cnc_lathe_01,vibration,3.79,reading,0,2026-01-15T02:00:00
cnc_mill_01,vibration,2.59,reading,0,2026-03-10T02:00:00
press_line_01,pressure,4.92,reading,0,2026-01-07T02:00:00
press_line_01,pressure,5.35,reading,0,2026-04-06T17:00:00
cnc_lathe_01,vibration,2.67,reading,0,2026-03-06T09:00:00
robot_arm_01,vibration,2.29,reading,0,2026-01-18T15:00:00
robot_arm_01,temperature,65.99,reading,0,2026-02-09T16:00:00
robot_arm_01,temperature,68.75,reading,0,2026-02-15T20:00:00
cnc_mill_01,temperature,69.67,reading,0,2026-01-10T21:00:00
cnc_mill_01,vibration,4.2,failure,1,2026-01-07T00:00:00
press_line_01,pressure,5.56,reading,0,2026-03-07T08:00:00
cnc_mill_01,vibration,3.17,reading,0,2026-03-13T05:00:00
robot_arm_01,vibration,3.08,reading,0,2026-03-30T17:00:00
cnc_lathe_01,vibration,1.97,reading,0,2026-01-04T22:00:00
cnc_mill_01,vibration,3.41,reading,0,2026-02-02T08:00:00
robot_arm_01,temperature,69.0,reading,0,2026-02-12T13:00:00
robot_arm_01,vibration,2.79,reading,0,2026-04-11T14:00:00
robot_arm_01,temperature,65.26,reading,0,2026-01-02T11:00:00
robot_arm_01,temperature,65.64,reading,0,2026-04-28T08:00:00
cnc_mill_01,temperature,73.04,reading,0,2026-02-08T02:00:00
press_line_01,pressure,5.91,reading,0,2026-04-05T11:00:00
robot_arm_01,temperature,65.77,reading,0,2026-01-07T23:00:00
robot_arm_01,vibration,3.79,reading,0,2026-03-19T18:00:00
cnc_mill_01,temperature,74.02,reading,0,2026-04-22T12:00:00
cnc_mill_01,temperature,70.58,reading,0,2026-03-02T18:00:00
press_line_01,pressure,7.56,failure,1,2026-03-19T00:00:00
robot_arm_01,temperature,65.94,reading,0,2026-03-16T04:00:00
robot_arm_01,vibration,3.28,reading,0,2026-03-05T16:00:00
press_line_01,pressure,5.75,reading,0,2026-04-12T11:00:00
press_line_01,pressure,5.07,reading,0,2026-03-24T21:00:00
cnc_mill_01,vibration,3.14,reading,0,2026-04-16T19:00:00
robot_arm_01,temperature,71.49,reading,0,2026-03-23T23:00:00
robot_arm_01,temperature,68.39,reading,0,2026-03-06T16:00:00
press_line_01,pressure,5.49,reading,0,2026-03-29T18:00:00
cnc_mill_01,temperature,75.66,reading,0,2026-03-16T07:00:00
cnc_mill_01,temperature,75.23,reading,0,2026-03-30T20:00:00
cnc_mill_01,temperature,68.62,reading,0,2026-03-05T01:00:00
robot_arm_01,vibration,2.66,reading,0,2026-01-28T14:00:00
robot_arm_01,vibration,3.28,reading,0,2026-03-21T23:00:00
cnc_mill_01,vibration,4.92,reading,0,2026-01-12T13:00:00
press_line_01,pressure,5.66,reading,0,2026-02-08T00:00:00
robot_arm_01,temperature,68.04,reading,0,2026-01-24T15:00:00
press_line_01,pressure,5.29,reading,0,2026-04-01T17:00:00
cnc_lathe_01,vibration,2.96,reading,0,2026-03-16T19:00:00
cnc_mill_01,temperature,72.71,reading,0,2026-02-19T06:00:00
cnc_mill_01,vibration,2.92,reading,0,2026-03-20T13:00:00
robot_arm_01,temperature,71.02,reading,0,2026-01-18T08:00:00
cnc_mill_01,temperature,71.47,reading,0,2026-01-03T21:00:00
press_line_01,pressure,6.13,reading,0,2026-04-20T20:00:00
press_line_01,pressure,5.57,reading,0,2026-03-16T04:00:00
cnc_mill_01,vibration,3.09,reading,0,2026-01-23T11:00:00
press_line_01,pressure,5.13,reading,0,2026-03-10T06:00:00
cnc_mill_01,temperature,73.04,reading,0,2026-04-02T00:00:00
cnc_lathe_01,vibration,3.23,reading,0,2026-02-08T06:00:00
press_line_01,pressure,5.05,reading,0,2026-03-03T08:00:00
robot_arm_01,temperature,68.35,reading,0,2026-02-21T02:00:00
robot_arm_01,temperature,70.02,reading,0,2026-04-26T13:00:00
cnc_mill_01,vibration,3.22,reading,0,2026-03-14T05:00:00
cnc_mill_01,vibration,3.16,reading,0,2026-04-03T05:00:00
cnc_mill_01,vibration,3.27,reading,0,2026-02-27T05:00:00
cnc_lathe_01,vibration,3.75,reading,0,2026-03-29T10:00:00
robot_arm_01,vibration,2.81,reading,0,2026-04-09T16:00:00
robot_arm_01,temperature,66.89,reading,0,2026-04-20T01:00:00
cnc_mill_01,vibration,3.42,reading,0,2026-03-03T05:00:00
cnc_mill_01,temperature,70.96,reading,0,2026-04-08T13:00:00
press_line_01,pressure,5.67,reading,0,2026-01-30T06:00:00
cnc_lathe_01,vibration,3.04,reading,0,2026-02-20T13:00:00
cnc_mill_01,temperature,73.41,reading,0,2026-03-29T05:00:00
robot_arm_01,temperature,67.95,reading,0,2026-02-06T13:00:00
robot_arm_01,vibration,2.44,reading,0,2026-02-03T17:00:00
cnc_lathe_01,vibration,2.8,reading,0,2026-02-01T14:00:00
press_line_01,pressure,5.01,reading,0,2026-04-09T06:00:00
robot_arm_01,vibration,1.87,reading,0,2026-04-28T07:00:00
robot_arm_01,temperature,70.58,reading,0,2026-01-10T16:00:00
robot_arm_01,vibration,2.7,reading,0,2026-03-12T05:00:00
cnc_lathe_01,vibration,2.24,reading,0,2026-02-22T14:00:00
press_line_01,pressure,5.39,reading,0,2026-03-26T14:00:00
cnc_mill_01,vibration,3.34,reading,0,2026-01-05T03:00:00
robot_arm_01,vibration,2.55,reading,0,2026-03-10T13:00:00
cnc_mill_01,vibration,1.97,reading,0,2026-01-30T14:00:00
robot_arm_01,vibration,3.21,reading,0,2026-02-04T13:00:00
press_line_01,pressure,5.84,reading,0,2026-04-27T02:00:00
robot_arm_01,temperature,71.04,reading,0,2026-02-26T02:00:00
robot_arm_01,vibration,3.24,reading,0,2026-04-17T11:00:00
cnc_mill_01,vibration,2.46,reading,0,2026-02-09T17:00:00
cnc_lathe_01,vibration,3.34,reading,0,2026-04-12T06:00:00
cnc_mill_01,temperature,75.06,reading,0,2026-01-03T14:00:00
robot_arm_01,temperature,69.23,reading,0,2026-01-27T03:00:00
robot_arm_01,temperature,65.26,reading,0,2026-03-15T08:00:00
robot_arm_01,vibration,3.07,reading,0,2026-01-08T17:00:00
robot_arm_01,vibration,2.58,reading,0,2026-01-31T19:00:00
cnc_mill_01,vibration,3.63,reading,0,2026-02-12T07:00:00
press_line_01,pressure,5.57,reading,0,2026-03-29T14:00:00
robot_arm_01,vibration,3.13,reading,0,2026-04-14T04:00:00
cnc_lathe_01,vibration,2.81,reading,0,2026-03-20T20:00:00
cnc_lathe_01,vibration,2.63,reading,0,2026-04-18T09:00:00
cnc_lathe_01,vibration,4.02,reading,0,2026-03-26T21:00:00
robot_arm_01,vibration,3.2,reading,0,2026-03-19T22:00:00
cnc_mill_01,temperature,73.91,reading,0,2026-01-23T09:00:00
cnc_mill_01,vibration,2.46,reading,0,2026-04-21T12:00:00
cnc_mill_01,temperature,74.21,reading,0,2026-03-03T08:00:00
robot_arm_01,vibration,2.69,reading,0,2026-01-14T17:00:00
cnc_mill_01,vibration,2.72,reading,0,2026-03-14T12:00:00
cnc_mill_01,vibration,2.81,reading,0,2026-01-21T02:00:00
cnc_mill_01,vibration,3.38,reading,0,2026-04-07T02:00:00
cnc_mill_01,temperature,70.54,reading,0,2026-03-31T01:00:00
cnc_mill_01,temperature,72.93,reading,0,2026-04-20T18:00:00
robot_arm_01,temperature,67.4,reading,0,2026-02-01T12:00:00
press_line_01,pressure,5.61,reading,0,2026-03-06T17:00:00
cnc_mill_01,temperature,70.11,reading,0,2026-03-13T10:00:00
cnc_lathe_01,vibration,2.96,reading,0,2026-02-07T05:00:00
robot_arm_01,temperature,70.45,reading,0,2026-01-01T11:00:00
robot_arm_01,temperature,66.48,reading,0,2026-02-17T02:00:00
cnc_mill_01,temperature,78.24,reading,0,2026-03-22T05:00:00
press_line_01,pressure,4.94,reading,0,2026-03-25T08:00:00
cnc_mill_01,temperature,72.89,reading,0,2026-04-19T23:00:00
robot_arm_01,temperature,69.37,reading,0,2026-04-11T02:00:00
cnc_mill_01,vibration,3.09,reading,0,2026-01-01T17:00:00
cnc_mill_01,temperature,69.39,reading,0,2026-02-13T05:00:00
cnc_mill_01,vibration,3.79,reading,0,2026-04-03T08:00:00
cnc_mill_01,temperature,71.49,reading,0,2026-01-12T07:00:00
cnc_mill_01,vibration,2.62,reading,0,2026-03-12T12:00:00
cnc_mill_01,temperature,70.32,reading,0,2026-01-16T20:00:00
robot_arm_01,vibration,3.81,reading,0,2026-02-20T04:00:00
cnc_mill_01,temperature,74.71,reading,0,2026-03-19T21:00:00
press_line_01,pressure,5.23,reading,0,2026-04-11T01:00:00
robot_arm_01,temperature,68.77,reading,0,2026-01-15T22:00:00
cnc_mill_01,temperature,77.22,reading,0,2026-04-17T00:00:00
cnc_mill_01,vibration,2.83,reading,0,2026-01-05T06:00:00
cnc_lathe_01,vibration,2.54,reading,0,2026-02-05T06:00:00
robot_arm_01,vibration,2.43,reading,0,2026-03-17T21:00:00
robot_arm_01,vibration,3.51,reading,0,2026-02-02T09:00:00
cnc_mill_01,temperature,71.88,reading,0,2026-03-25T23:00:00
cnc_mill_01,temperature,69.4,reading,0,2026-02-10T20:00:00
cnc_mill_01,temperature,73.14,reading,0,2026-03-03T00:00:00
cnc_mill_01,temperature,73.11,reading,0,2026-04-18T00:00:00
cnc_mill_01,temperature,68.59,reading,0,2026-04-15T03:00:00
press_line_01,pressure,5.06,reading,0,2026-02-21T21:00:00
cnc_mill_01,vibration,3.04,reading,0,2026-04-11T17:00:00
robot_arm_01,temperature,66.59,reading,0,2026-03-05T16:00:00
press_line_01,pressure,5.72,reading,0,2026-03-14T11:00:00
robot_arm_01,vibration,2.66,reading,0,2026-02-11T07:00:00
cnc_mill_01,temperature,73.86,reading,0,2026-02-25T01:00:00
robot_arm_01,vibration,2.67,reading,0,2026-04-27T23:00:00
press_line_01,pressure,5.41,reading,0,2026-03-13T09:00:00
robot_arm_01,vibration,2.4,reading,0,2026-04-28T16:00:00
cnc_mill_01,temperature,72.35,reading,0,2026-03-22T23:00:00
cnc_lathe_01,vibration,3.07,reading,0,2026-03-16T01:00:00
robot_arm_01,vibration,2.92,reading,0,2026-02-15T04:00:00
cnc_mill_01,vibration,2.89,reading,0,2026-01-18T11:00:00
cnc_lathe_01,vibration,3.11,reading,0,2026-02-15T23:00:00
cnc_lathe_01,vibration,3.04,reading,0,2026-02-12T13:00:00
press_line_01,pressure,5.62,reading,0,2026-01-21T03:00:00
robot_arm_01,vibration,2.91,reading,0,2026-02-25T16:00:00
robot_arm_01,temperature,68.24,reading,0,2026-03-28T19:00:00
press_line_01,pressure,5.18,reading,0,2026-02-12T20:00:00
robot_arm_01,temperature,67.84,reading,0,2026-04-09T16:00:00
robot_arm_01,vibration,2.98,reading,0,2026-04-23T23:00:00
robot_arm_01,vibration,3.24,reading,0,2026-01-22T04:00:00
cnc_lathe_01,vibration,3.73,reading,0,2026-04-14T04:00:00
robot_arm_01,temperature,72.69,reading,0,2026-04-04T09:00:00
cnc_lathe_01,vibration,2.81,reading,0,2026-01-29T08:00:00
press_line_01,pressure,5.36,reading,0,2026-01-21T07:00:00
robot_arm_01,vibration,1.77,reading,0,2026-02-14T06:00:00
cnc_mill_01,temperature,73.6,reading,0,2026-01-31T16:00:00
cnc_lathe_01,vibration,3.02,reading,0,2026-01-01T01:00:00
cnc_mill_01,vibration,2.5,reading,0,2026-03-29T09:00:00
cnc_lathe_01,vibration,2.47,reading,0,2026-02-17T21:00:00
cnc_lathe_01,vibration,3.13,reading,0,2026-01-11T21:00:00
press_line_01,pressure,5.15,reading,0,2026-02-05T05:00:00
cnc_mill_01,temperature,68.94,reading,0,2026-02-04T13:00:00
cnc_mill_01,vibration,2.82,reading,0,2026-02-28T15:00:00
robot_arm_01,vibration,1.72,reading,0,2026-04-02T05:00:00
cnc_mill_01,vibration,2.06,reading,0,2026-01-17T09:00:00
cnc_lathe_01,vibration,3.06,reading,0,2026-01-23T06:00:00
robot_arm_01,vibration,3.02,reading,0,2026-03-05T21:00:00
cnc_mill_01,temperature,73.14,reading,0,2026-02-01T05:00:00
cnc_lathe_01,vibration,2.75,reading,0,2026-02-28T08:00:00
cnc_lathe_01,vibration,3.46,reading,0,2026-04-01T02:00:00
cnc_mill_01,vibration,4.2,reading,0,2026-03-13T02:00:00
cnc_mill_01,temperature,73.22,reading,0,2026-04-04T22:00:00
robot_arm_01,temperature,66.04,reading,0,2026-01-17T19:00:00
cnc_mill_01,vibration,2.23,reading,0,2026-04-28T20:00:00
robot_arm_01,temperature,69.51,reading,0,2026-01-06T11:00:00
cnc_mill_01,temperature,70.57,reading,0,2026-03-07T01:00:00
cnc_lathe_01,vibration,3.35,reading,0,2026-02-04T19:00:00
cnc_mill_01,temperature,75.1,reading,0,2026-01-27T03:00:00
cnc_mill_01,vibration,3.13,reading,0,2026-02-05T05:00:00
